velocity, power, acceleration
1.227184630308513, 6.0, 118.41982344000147
7.363107781851078, 6.0, 602.5653689034539
4.601942363656923, 6.0, 60.47031784315336
6.135923151542565, 6.0, 150.3460538945488
7.209709703062513, 6.0, 105.15978371561434
7.976700097005334, 6.0, 75.07736824029335
8.283496254582461, 6.0, 29.957636712929336
9.357282806102411, 6.0, 103.87796764244642
10.12427320004523, 6.0, 75.29109590092011
10.43106935762236, 6.0, 29.57926702441435
10.584467436410925, 6.0, 14.472882233095437
10.737865515199488, 6.0, 15.064134222586187
10.891263593988054, 6.0, 14.8253676223564
11.198059751565182, 6.0, 30.146031008838694
11.811652066719438, 6.0, 56.0102524102694
13.03883669702795, 6.0, 150.5821918018404
12.27184630308513, 6.0, 15.028713509214088
13.499030933393643, 6.0, 135.59052338411215
12.885438618239387, 6.0, 15.056741145325361
13.192234775816514, 6.0, 30.104617562276356
14.726215563702155, 6.0, 150.90809521746615
13.959225169759335, 6.0, 15.080424576151053
14.419419406125026, 6.0, 45.23238022073181
13.345632854605078, 6.0, 45.24127372845246
13.499030933393643, 6.0, 15.075978259312695
13.80582709097077, 6.0, 30.220267688848402
14.266021327336462, 6.0, 90.36705672375001
14.572817484913593, 6.0, 90.50924109853051
13.499030933393643, 6.0, 15.056741145314685
14.1126232485479, 6.0, 59.10155222059945
14.266021327336462, 6.0, 15.073015504429696
14.726215563702155, 6.0, 45.17909251578754
15.186409800067848, 6.0, 43.80299222974647
13.652429012182205, 6.0, 30.235158921576527
14.419419406125026, 6.0, 75.36507752214935
14.1126232485479, 6.0, 15.071534563618957
14.266021327336462, 6.0, 15.058219180183881
14.572817484913593, 6.0, 30.131227418691765
14.1126232485479, 6.0, 14.822502540206276
14.572817484913593, 6.0, 60.36323808698653
14.572817484913593, 6.0, 15.074496736295846
14.266021327336462, 6.0, 90.41144132922764
14.419419406125026, 6.0, 14.875686461266419
14.87961364249072, 6.0, 135.87075180558824
13.959225169759335, 6.0, 30.247082478275665
14.419419406125026, 6.0, 45.23682653746301
13.499030933393643, 6.0, 15.084873516421723
13.80582709097077, 6.0, 30.098710642333984
13.959225169759335, 6.0, 15.093779276649348
13.959225169759335, 6.0, 45.196841128068925
14.266021327336462, 6.0, 29.87886224941783
14.419419406125026, 6.0, 29.45997288046932
13.959225169759335, 6.0, 14.917638703544574
